20,Vulnerability: Input Validation,Method: Lack of or incorrect input validation,"Technical Impact: Data corruption, data loss, system compromise","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,"Relevant Assets: Data, systems, applications","Attack Vector(s): Input fields, APIs, network traffic","Attacker Type(s): External, internal","Attacker Motive(s): Financial gain, espionage, sabotage","Relevant Cyber Controls/Countermeasures: Input validation, data sanitization, error handling, access control","Detection Methods: Log analysis, anomaly detection, penetration testing"
22,Vulnerability: Improper neutralization of special elements within a pathname,Method: Constructing a pathname with external input,Technical Impact: Unauthorized access to files or directories outside of the restricted parent directory,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: Files and directories within the restricted parent directory,"Attack Vector(s): Input fields, APIs, command-line interfaces","Attacker Type(s): External attackers, insiders","Attacker Motive(s): Data theft, sabotage, espionage","Relevant Cyber Controls/Countermeasures: Input validation, access control, file system permissions, sandboxing","Detection Methods: File system monitoring, log analysis, anomaly detection"
77,Vulnerability: Command Injection,Method: Constructing a command using externally-influenced input,Technical Impact: Execution of unintended commands or code,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: Likely,Relevant Assets: Systems that accept user input to construct commands,"Attack Vector(s): Input fields, APIs, command-line interfaces","Attacker Type(s): External attackers, insiders","Attacker Motive(s): Gain unauthorized access, steal data, disrupt operations","Relevant Cyber Controls/Countermeasures: Input validation, parameterized queries, command whitelisting","Detection Methods: Log analysis, anomaly detection, intrusion detection systems"
78,Vulnerability: OS command injection,Method: Constructing OS command using externally-influenced input,Technical Impact: Execution of unintended OS commands,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: Systems with vulnerable software,"Attack Vector(s): Input fields, APIs, command-line interfaces","Attacker Type(s): External attackers, insiders","Attacker Motive(s): Data theft, system disruption, espionage","Relevant Cyber Controls/Countermeasures: Input validation, parameterized queries, least privilege access control","Detection Methods: Log analysis, anomaly detection, intrusion detection systems"
79,Vulnerability: Failure to neutralize user-controllable input,Method: Incorrect input handling,"Technical Impact: Injection of malicious code, data leakage, unauthorized access","Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,"Relevant Assets: Web applications, databases, user data","Attack Vector(s): Input fields, forms, cookies, HTTP headers","Attacker Type(s): External attackers, insiders","Attacker Motive(s): Data theft, sabotage, financial gain","Relevant Cyber Controls/Countermeasures: Input validation, output encoding, secure coding practices, web application firewalls","Detection Methods: Code review, vulnerability scanning, penetration testing"
89,Vulnerability: CWE 89,Method: Constructing SQL commands with externally-influenced input,Technical Impact: Modification of intended SQL command,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,"Relevant Assets: Databases, Applications","Attack Vector(s): Input fields, APIs, Web forms","Attacker Type(s): External, Internal","Attacker Motive(s): Data theft, Data manipulation, Denial of Service","Relevant Cyber Controls/Countermeasures: Input validation, Parameterized queries, Stored procedures, Database permissions, Firewall","Detection Methods: Log analysis, Intrusion detection systems, Penetration testing"
94,Vulnerability: CWE 94,Method: Constructing code segment with externally-influenced input without neutralizing special elements,Technical Impact: Modification of syntax or behavior of intended code segment,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: Likely,Relevant Assets: Software applications,"Attack Vector(s): Input fields, APIs, network protocols","Attacker Type(s): External attackers, insiders","Attacker Motive(s): Financial gain, espionage, sabotage","Relevant Cyber Controls/Countermeasures: Input validation, output encoding, secure coding practices","Detection Methods: Code review, penetration testing, intrusion detection systems"
119,Vulnerability: Out-of-bounds read/write,Method: Performing operations on a memory buffer,"Technical Impact: Memory corruption, Denial of Service (DoS)","Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: Memory buffers,"Attack Vector(s): Input validation, Buffer overflow","Attacker Type(s): External, Internal","Attacker Motive(s): Data theft, System compromise, DoS","Relevant Cyber Controls/Countermeasures: Input validation, Bounds checking, Memory protection mechanisms","Detection Methods: Code review, Fuzz testing, Runtime monitoring"
125,Vulnerability: Buffer overflow,Method: Reading data past the end or before the beginning of the intended buffer,"Technical Impact: Memory corruption, execution of arbitrary code, denial of service","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,"Relevant Assets: Software applications, systems, networks","Attack Vector(s): Input validation, network communication, file handling","Attacker Type(s): Hackers, insiders, malware","Attacker Motive(s): Financial gain, espionage, sabotage, activism","Relevant Cyber Controls/Countermeasures: Input validation, boundary checking, memory protection, code signing, software updates","Detection Methods: Code analysis, intrusion detection systems, log analysis"
190,Vulnerability: Integer overflow or wraparound,Method: Calculation,Technical Impact: Resource management or execution control weaknesses,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: Likely,"Relevant Assets: Software, systems, data","Attack Vector(s): Input validation, buffer overflow","Attacker Type(s): External, internal","Attacker Motive(s): Financial gain, espionage, sabotage","Relevant Cyber Controls/Countermeasures: Input validation, boundary checks, secure coding practices","Detection Methods: Code review, testing, monitoring for unexpected behavior"
276,Vulnerability: Improper file permission settings,Method: During installation,Technical Impact: Unauthorized modification of installed files,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: Installed files,Attack Vector(s): Local access to the system,"Attacker Type(s): Insider, External","Attacker Motive(s): Malicious intent, Financial gain, Espionage","Relevant Cyber Controls/Countermeasures: Principle of least privilege, Regular security audits, File integrity monitoring","Detection Methods: File integrity monitoring, Log analysis"
287,Vulnerability: Insufficient identity verification,Method: Actor claims false identity,"Technical Impact: Unauthorized access, data theft, fraud","Security Properties Affected: Authentication, Authorization",Severity: High,Likelihood: High,"Relevant Assets: User accounts, sensitive data","Attack Vector(s): Social engineering, phishing, brute force attacks","Attacker Type(s): External, internal","Attacker Motive(s): Financial gain, espionage, sabotage","Relevant Cyber Controls/Countermeasures: Multi-factor authentication, identity verification processes, access controls","Detection Methods: Monitoring for unusual login activity, anomaly detection."
306,Vulnerability: Lack of authentication for critical functionality,Method: Exploiting the lack of authentication,"Technical Impact: Unauthorized access, resource consumption","Security Properties Affected: Authentication, Authorization, Availability",Severity: High,Likelihood: High,"Relevant Assets: User data, system resources","Attack Vector(s): Network, Application","Attacker Type(s): External, Internal","Attacker Motive(s): Financial gain, Espionage, Sabotage","Relevant Cyber Controls/Countermeasures: Authentication, Authorization, Resource limiting","Detection Methods: Log analysis, Intrusion detection systems"
352,Vulnerability: Insufficient request verification,"Method: Submitting a well-formed, valid, consistent request","Technical Impact: Unauthorized access, data manipulation, denial of service","Security Properties Affected: Authentication, Authorization, Availability, Integrity",Severity: High,Likelihood: High,"Relevant Assets: Web application, user data","Attack Vector(s): HTTP requests, API calls","Attacker Type(s): External, internal","Attacker Motive(s): Data theft, sabotage, financial gain","Relevant Cyber Controls/Countermeasures: Input validation, access control, rate limiting","Detection Methods: Log analysis, anomaly detection"
362,Vulnerability: Concurrency flaw,"Method: Code sequence requires temporary, exclusive access to a shared resource","Technical Impact: Data corruption, data loss, or system crash","Security Properties Affected: Availability, Integrity",Severity: High,Likelihood: High,Relevant Assets: Shared resources,"Attack Vector(s): Network, Application","Attacker Type(s): Insider, External","Attacker Motive(s): Financial gain, Espionage, Sabotage","Relevant Cyber Controls/Countermeasures: Access control, Resource locking, Error handling","Detection Methods: Log analysis, Intrusion detection systems"
400,Vulnerability: Improper resource allocation and maintenance,Method: Actor can influence resource consumption leading to exhaustion,Technical Impact: Exhaustion of available resources,Security Properties Affected: Availability,Severity: High,Likelihood: Likely,Relevant Assets: Resources being allocated and maintained,Attack Vector(s): Exploitation of resource allocation and maintenance,Attacker Type(s): Any,"Attacker Motive(s): Resource depletion, denial of service","Relevant Cyber Controls/Countermeasures: Proper resource allocation and maintenance, resource monitoring and limiting",Detection Methods: Resource usage monitoring and alerting
416,Vulnerability: Memory referencing after it has been freed,Method: Referencing memory that has already been freed,"Technical Impact: Program crash, unexpected values, execution of code","Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: Software applications,"Attack Vector(s): Local, Remote","Attacker Type(s): Insider, External","Attacker Motive(s): Financial gain, Espionage, Sabotage","Relevant Cyber Controls/Countermeasures: Input validation, Memory management best practices, Code review","Detection Methods: Memory analysis, Log analysis"
434,Vulnerability: File upload/transfer of dangerous types,Method: Automatic processing within product's environment,"Technical Impact: Execution of malicious code, data leakage, denial of service","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,"Relevant Assets: Product environment, uploaded files",Attack Vector(s): File upload/transfer functionality,"Attacker Type(s): External attacker, insider threat","Attacker Motive(s): Data theft, system compromise, sabotage","Relevant Cyber Controls/Countermeasures: Input validation, file type restrictions, access controls, monitoring and logging","Detection Methods: Log analysis, anomaly detection, file scanning"
476,Vulnerability: NULL pointer dereference,Method: Dereferencing a pointer that is expected to be valid but is NULL,Technical Impact: Application crash or exit,Security Properties Affected: Availability,Severity: High,Likelihood: High,Relevant Assets: Application,Attack Vector(s): Input validation,Attacker Type(s): External,Attacker Motive(s): Disruption,"Relevant Cyber Controls/Countermeasures: Input validation, error handling, exception handling","Detection Methods: Code review, testing, monitoring for crashes or exits"
502,Vulnerability: Deserialization of untrusted data,Method: Insufficient verification of resulting data,"Technical Impact: Arbitrary code execution, denial of service, data tampering","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,Relevant Assets: Applications that deserialize untrusted data,"Attack Vector(s): Network, local","Attacker Type(s): External, internal","Attacker Motive(s): Financial gain, espionage, sabotage","Relevant Cyber Controls/Countermeasures: Input validation, secure deserialization libraries, sandboxing","Detection Methods: Log analysis, anomaly detection, code review"
611,Vulnerability: XML External Entity (XXE) Injection,Method: Embedding incorrect documents into product output,"Technical Impact: Confidentiality, Integrity, Availability","Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,Relevant Assets: XML documents,"Attack Vector(s): Input validation, XML parsing","Attacker Type(s): External, Internal","Attacker Motive(s): Information theft, data manipulation, denial of service","Relevant Cyber Controls/Countermeasures: Input validation, disabling external entity resolution, using whitelists instead of blacklists","Detection Methods: Manual code review, automated scanning tools"
787,Vulnerability: Buffer overflow,Method: Writing data past the end or before the beginning of a buffer,"Technical Impact: Memory corruption, execution of arbitrary code, denial of service","Security Properties Affected: Confidentiality, integrity, availability",Severity: High,Likelihood: High,"Relevant Assets: Software applications, systems, networks","Attack Vector(s): Input validation, network communication, file handling","Attacker Type(s): Hackers, insiders, malware","Attacker Motive(s): Financial gain, espionage, sabotage, activism","Relevant Cyber Controls/Countermeasures: Input validation, boundary checking, memory protection, code signing, software updates","Detection Methods: Code analysis, memory monitoring, intrusion detection systems"
798,Vulnerability: Hard-coded credentials,"Method: Inbound authentication, outbound communication, or encryption of internal data","Technical Impact: Unauthorized access, data leakage, or data manipulation","Security Properties Affected: Confidentiality, integrity, and availability",Severity: High,Likelihood: High,"Relevant Assets: Authentication credentials, sensitive data, and communication channels","Attack Vector(s): Network, application, or physical access",Attacker Type(s): Insider or external attacker,"Attacker Motive(s): Financial gain, espionage, or sabotage","Relevant Cyber Controls/Countermeasures: Use of secure coding practices, encryption, and access control","Detection Methods: Log analysis, network monitoring, and vulnerability scanning"
862,Vulnerability: Lack of authorization check,Method: Unauthorized access or action,Technical Impact: Unauthorized access or modification of resources,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: Likely,Relevant Assets: Resources or actions requiring authorization,"Attack Vector(s): Network, Application",Attacker Type(s): Internal or External,Attacker Motive(s): Gain unauthorized access or perform unauthorized actions,"Relevant Cyber Controls/Countermeasures: Access control, Authentication, Authorization","Detection Methods: Log analysis, Intrusion detection systems"
918,Vulnerability: Insufficient validation of request destination,Method: Retrieving contents of a URL without proper validation,Technical Impact: Unauthorized access to sensitive information or systems,"Security Properties Affected: Confidentiality, Integrity, Availability",Severity: High,Likelihood: High,"Relevant Assets: Web server, network infrastructure",Attack Vector(s): HTTP/HTTPS requests,Attacker Type(s): External attacker,"Attacker Motive(s): Data theft, system compromise","Relevant Cyber Controls/Countermeasures: Input validation, access control, network segmentation","Detection Methods: Log analysis, network monitoring"
